Date,Cases,Deaths
2020-07-20,60900,534
2020-07-21,68320,1102
2020-07-22,67470,1282
2020-07-23,67820,1075
2020-07-24,75028,1093
2020-07-25,63787,970
2020-07-26,55634,539
2020-07-27,60046,1111
2020-07-28,64546,1212
2020-07-29,64106,1488
2020-07-30,69202,1295
2020-07-31,64497,1172
2020-08-01,57410,1115
2020-08-02,46906,462
2020-08-03,41959,571
2020-08-04,61610,1257
2020-08-05,54168,1447
2020-08-06,60068,1186
2020-08-07,60481,1291
2020-08-08,63717,1097
2020-08-09,54124,575
2020-08-10,51678,525
2020-08-11,56846,1119
2020-08-12,55242,1520
2020-08-13,51461,1036
2020-08-14,70089,1305
2020-08-15,53125,1104
2020-08-16,34607,617
2020-08-17,37986,477
2020-08-18,44994,1229
2020-08-19,45926,1821
2020-08-20,45142,1106
2020-08-21,47912,1103
2020-08-22,45287,956
2020-08-23,31901,507
2020-08-24,34100,433
2020-08-25,42569,1220
2020-08-26,42189,1238
2020-08-27,50456,1109
2020-08-28,46316,925
2020-08-29,43068,977
2020-08-30,34177,443
2020-08-31,33533,483
2020-09-01,41970,1067
2020-09-02,40107,1055
2020-09-03,45775,1022
2020-09-04,48677,952
2020-09-05,43204,793
2020-09-06,29062,435
2020-09-07,24703,329
2020-09-08,27098,475
2020-09-09,33843,1102
2020-09-10,39621,909
2020-09-11,44843,1142
2020-09-12,45577,738
2020-09-13,40288,400
2020-09-14,32919,421
2020-09-15,37435,1191
2020-09-16,38346,934
2020-09-17,45446,851
2020-09-18,50214,960
2020-09-19,45620,673
2020-09-20,41587,265
2020-09-21,32281,410
2020-09-22,38289,1020
2020-09-23,41226,1052
2020-09-24,48966,890
2020-09-25,47281,945
2020-09-26,43440,762
2020-09-27,33695,306
2020-09-28,38069,340
2020-09-29,42286,894
2020-09-30,38891,904
2020-10-01,46383,896
2020-10-02,53529,855
2020-10-03,49325,672
2020-10-04,33341,369
2020-10-05,37997,475
2020-10-06,44969,687
2020-10-07,49538,907
2020-10-08,58208,973
2020-10-09,55336,962
2020-10-10,55187,649
2020-10-11,46818,467
2020-10-12,42972,395
2020-10-13,50604,740
2020-10-14,59102,989
2020-10-15,63812,974
2020-10-16,70304,933
2020-10-17,54785,790
2020-10-18,52251,494
2020-10-19,68775,511
2020-10-20,62494,951
2020-10-21,61311,1166
2020-10-22,80171,863
2020-10-23,82109,957
2020-10-24,78007,972
2020-10-25,60340,451
2020-10-26,64555,563
2020-10-27,78887,1022
2020-10-28,88381,1045
2020-10-29,92713,998
2020-10-30,100506,1072
2020-10-31,86707,939
2020-11-01,78092,508
2020-11-02,84013,597
2020-11-03,126832,1633
2020-11-04,102080,1117
2020-11-05,130015,1193
2020-11-06,129122,1233
2020-11-07,127223,1125
2020-11-08,119363,575
2020-11-09,119587,801
2020-11-10,139406,1439
2020-11-11,149685,1463
2020-11-12,159772,1243
2020-11-13,178977,1227
2020-11-14,162743,1367
2020-11-15,138447,788
2020-11-16,156131,877
2020-11-17,167247,1744
2020-11-18,173391,1936
2020-11-19,191844,2015
2020-11-20,201290,1973
2020-11-21,177360,1630
2020-11-22,145234,1074
2020-11-23,184620,1140
2020-11-24,174842,2184
2020-11-25,181303,2260
2020-11-26,112773,1390
2020-11-27,215054,1621
2020-11-28,167185,1407
2020-11-29,139528,1047
2020-11-30,158810,1375
2020-12-01,198704,2558
2020-12-02,197089,2780
2020-12-03,219426,2911
2020-12-04,235193,2667
2020-12-05,219719,2401
2020-12-06,178136,1417
2020-12-07,196567,1641
2020-12-08,227453,2602
2020-12-09,215844,2951
2020-12-10,235713,2914
2020-12-11,236994,3334
2020-12-12,222535,2506
2020-12-13,190731,1595
2020-12-14,210469,1695
2020-12-15,227394,2906
2020-12-16,234250,3685
2020-12-17,239195,3418
2020-12-18,246575,2955
2020-12-19,204850,2737
2020-12-20,186226,1695
2020-12-21,197603,1826
2020-12-22,205789,3333
2020-12-23,220839,3314
2020-12-24,211533,2859
2020-12-25,125351,1518
2020-12-26,217993,1912
2020-12-27,136283,1430
2020-12-28,174868,1898
2020-12-29,206709,3577
2020-12-30,218845,3856
2020-12-31,313914,3250
2021-01-01,177209,2203
2021-01-02,272441,2520
2021-01-03,203228,1426
2021-01-04,186977,2012
2021-01-05,232499,3572
2021-01-06,259836,3873
2021-01-07,285049,3998
2021-01-08,303002,4154
2021-01-09,263443,3204
2021-01-10,209833,2090
2021-01-11,204759,1857
2021-01-12,222369,4374
2021-01-13,228724,3988
2021-01-14,235033,3777
2021-01-15,244236,3815
2021-01-16,216996,3552
2021-01-17,176149,1980
2021-01-18,141353,1581
2021-01-19,157019,2404
2021-01-20,187682,4399
2021-01-21,192167,4100
2021-01-22,191364,3777
2021-01-23,177256,3524
2021-01-24,139790,1828
2021-01-25,130043,1781
2021-01-26,151318,3980
2021-01-27,155204,4065
2021-01-28,166771,3805
2021-01-29,163314,3564
2021-01-30,150363,2858
2021-01-31,112557,1931
2021-02-01,125895,1779
2021-02-02,117510,3540
2021-02-03,124473,3866
2021-02-04,124681,3887
2021-02-05,130422,3665
2021-02-06,116229,2726
2021-02-07,89163,1461
2021-02-08,83241,1450
2021-02-09,95715,3034
2021-02-10,95714,3362
2021-02-11,106182,3161
2021-02-12,99569,2842
2021-02-13,90327,2251
2021-02-14,68200,1151
2021-02-15,56174,947
2021-02-16,59833,1643
2021-02-17,69005,2407
2021-02-18,72260,2558
2021-02-19,74881,2514
2021-02-20,73475,1913
2021-02-21,55285,1209
2021-02-22,56081,1218
2021-02-23,73840,2260
2021-02-24,75019,3217
2021-02-25,77082,2414
2021-02-26,74945,2131
2021-02-27,70811,1513
2021-02-28,51651,1438
2021-03-01,50158,1319
2021-03-02,58672,1914
2021-03-03,67089,2524
2021-03-04,68480,1925
2021-03-05,67209,1717
2021-03-06,60742,1542
2021-03-07,41541,703
2021-03-08,44805,717
2021-03-09,55825,1771
2021-03-10,57717,1537
2021-03-11,61767,1542
2021-03-12,62270,1480
2021-03-13,56338,992
2021-03-14,38562,521
2021-03-15,51570,705
2021-03-16,55075,1253
2021-03-17,59883,1195
2021-03-18,62204,1631
2021-03-19,60917,1203
2021-03-20,58246,771
2021-03-21,35408,831
2021-03-22,48435,600
2021-03-23,52765,945
2021-03-24,87835,1462
2021-03-25,67394,1345
2021-03-26,76143,1156
2021-03-27,63777,805
2021-03-28,46372,442
2021-03-29,66675,636
2021-03-30,62233,892
2021-03-31,69410,1071
2021-04-01,76850,1102
2021-04-02,73881,892
2021-04-03,64491,756
2021-04-04,37867,317
2021-04-05,68261,479
2021-04-06,65977,831
2021-04-07,75764,2602
2021-04-08,79840,1013
2021-04-09,84423,907
2021-04-10,70340,760
2021-04-11,47323,304
2021-04-12,63236,469
2021-04-13,80695,864
2021-04-14,74885,937
2021-04-15,74313,950
2021-04-16,82764,870
2021-04-17,72343,713
2021-04-18,43820,354
2021-04-19,59871,496
2021-04-20,62312,837
2021-04-21,64707,898
2021-04-22,66186,941
2021-04-23,62674,763
2021-04-24,54285,750
2021-04-25,34405,311
2021-04-26,61318,481
2021-04-27,52031,984
2021-04-28,55867,984
2021-04-29,57686,884
2021-04-30,57733,804
2021-05-01,48164,751
2021-05-02,30591,327
2021-05-03,45398,486
2021-05-04,42726,876
2021-05-05,45818,814
2021-05-06,45981,796
2021-05-07,48190,760
2021-05-08,35387,643
2021-05-09,22738,267
2021-05-10,32814,412
2021-05-11,35282,686
2021-05-12,35974,766
2021-05-13,37921,747
2021-05-14,41595,639
2021-05-15,30467,524
2021-05-16,17632,287
2021-05-17,25549,426
2021-05-18,29010,801
2021-05-19,29067,678
2021-05-20,29997,692
2021-05-21,28678,602
2021-05-22,20898,490
2021-05-23,13785,205
2021-05-24,22176,441
2021-05-25,23799,665
2021-05-26,24373,985
2021-05-27,26533,1350
2021-05-28,21928,534
2021-05-29,12974,328
2021-05-30,7204,148
2021-05-31,6349,181
2021-06-01,21098,642
2021-06-02,16587,561
2021-06-03,17983,635
2021-06-04,17536,517
2021-06-05,15156,584
2021-06-06,6680,174
2021-06-07,14193,310
2021-06-08,12795,453
2021-06-09,18207,475
2021-06-10,14520,403
2021-06-11,24512,682
2021-06-12,8821,268
2021-06-13,5026,122
2021-06-14,11914,255
2021-06-15,10646,323
2021-06-16,11762,395
2021-06-17,11516,299
2021-06-18,20985,600
2021-06-19,8884,170
2021-06-20,4925,81
2021-06-21,10733,267
2021-06-22,10767,348
2021-06-23,12498,386
2021-06-24,14194,349
2021-06-25,24519,528
2021-06-26,9059,161
2021-06-27,5123,91
2021-06-28,13778,169
2021-06-29,15408,333
2021-06-30,15282,300
2021-07-01,14927,289
2021-07-02,29616,443
2021-07-03,5266,83
2021-07-04,4265,40
2021-07-05,9161,121
2021-07-06,22589,305
2021-07-07,20140,328
2021-07-08,22773,253
2021-07-09,47037,462
2021-07-10,10005,78
2021-07-11,11760,123
2021-07-12,29689,237
2021-07-13,26473,359
2021-07-14,31152,328
2021-07-15,31955,356
2021-07-16,78043,459
2021-07-17,14042,72
2021-07-18,20370,101
2021-07-19,49244,208
2021-07-20,39922,290
2021-07-21,47869,363
2021-07-22,56459,292
2021-07-23,120830,551
2021-07-24,29290,136
2021-07-25,28625,102
2021-07-26,78731,250
2021-07-27,65019,596
2021-07-28,73581,635
2021-07-29,72357,318
2021-07-30,191225,885
2021-07-31,44573,175
2021-08-01,45377,232
2021-08-02,107751,345
2021-08-03,97872,588
2021-08-04,102547,546
2021-08-05,109552,525
2021-08-06,251918,1142
2021-08-07,63798,266
2021-08-08,35687,135
2021-08-09,158635,515
2021-08-10,118141,1562
2021-08-11,154612,809
2021-08-12,143804,1031
2021-08-13,226940,1059
2021-08-14,74105,270
2021-08-15,47864,220
2021-08-16,193595,1040
2021-08-17,151054,1028
2021-08-18,167345,1205
2021-08-19,155324,1785
2021-08-20,239411,1462
2021-08-21,93506,574
2021-08-22,45360,216
2021-08-23,206407,1340
2021-08-24,154986,1432
2021-08-25,179133,1557
2021-08-26,183774,2226
2021-08-27,238388,1742
2021-08-28,80137,650
2021-08-29,53177,327
2021-08-30,228186,1712
2021-08-31,179827,1449
2021-09-01,190659,2048
2021-09-02,179047,3012
2021-09-03,235293,1939
2021-09-04,87300,670
2021-09-05,64684,427
2021-09-06,89863,608
2021-09-07,210489,2095
2021-09-08,177557,2320
2021-09-09,166665,3228
2021-09-10,241815,2460
2021-09-11,90451,843
2021-09-12,49572,382
2021-09-13,208004,2157
2021-09-14,145406,1929
2021-09-15,173422,2736
2021-09-16,158610,3493
2021-09-17,210725,2453
2021-09-18,76179,1007
2021-09-19,46003,403
2021-09-20,169478,2309
2021-09-21,121851,2451
2021-09-22,137149,2693
2021-09-23,129035,3310
2021-09-24,174675,2485
2021-09-25,62134,854
2021-09-26,55627,590
2021-09-27,153986,2258
2021-09-28,113181,2518
2021-09-29,122009,2642
2021-09-30,110085,2828
2021-10-01,154908,2132
2021-10-02,49729,852
2021-10-03,46227,544
2021-10-04,140693,1931
2021-10-05,95493,1893
2021-10-06,112870,2660
2021-10-07,101048,2474
2021-10-08,130630,1804
2021-10-09,40291,451
2021-10-10,41008,493
2021-10-11,92928,1181
2021-10-12,110962,2299
2021-10-13,108420,3199
2021-10-14,86119,2191
2021-10-15,108853,1821
2021-10-16,41333,598
2021-10-17,33171,480
2021-10-18,96664,1766
2021-10-19,82640,1967
2021-10-20,92314,3189
2021-10-21,77275,2018
2021-10-22,95978,1873
2021-10-23,34267,573
2021-10-24,20952,284
2021-10-25,109495,1469
2021-10-26,67631,1607
2021-10-27,102527,2064
2021-10-28,74531,1880
2021-10-29,94833,1734
2021-10-30,36242,415
2021-10-31,34006,258
2021-11-01,109869,1253
2021-11-02,70026,1290
2021-11-03,86775,1989
2021-11-04,81254,1202
2021-11-05,97138,2123
2021-11-06,37249,507
2021-11-07,38970,229
2021-11-08,107371,1213
2021-11-09,79906,1452
2021-11-10,95240,1699
2021-11-11,57525,901
2021-11-12,144144,2453
2021-11-13,46147,599
2021-11-14,33871,230
2021-11-15,131106,1293
2021-11-16,87983,1322
2021-11-17,112533,1668
2021-11-18,108542,1338
2021-11-19,126266,1776
2021-11-20,47176,475
2021-11-21,41495,248
2021-11-22,141002,1392
2021-11-23,91628,1359
2021-11-24,111361,1699
2021-11-25,37394,487
2021-11-26,54683,389
2021-11-27,28395,337
2021-11-28,45080,277
2021-11-29,185167,1920
2021-11-30,117528,1645
2021-12-01,136961,2003
2021-12-02,138200,3886
2021-12-03,157959,1612
2021-12-04,67883,699
2021-12-05,56443,412
2021-12-06,175124,1441
2021-12-07,112319,1517
2021-12-08,149421,1823
2021-12-09,123780,1552
2021-12-10,157509,1753
2021-12-11,57609,624
2021-12-12,53365,370
2021-12-13,183420,1394
2021-12-14,113226,1517
2021-12-15,145717,2236
2021-12-16,142017,1273
2021-12-17,192617,1864
2021-12-18,81536,679
2021-12-19,90898,320
2021-12-20,241271,1552
2021-12-21,182156,1914
2021-12-22,247995,4185
2021-12-23,274125,1409
2021-12-24,248182,689
2021-12-25,88254,242
2021-12-26,183883,372
2021-12-27,506099,1846
2021-12-28,372466,2294
2021-12-29,511588,2368
2021-12-30,597687,1492
2021-12-31,511856,730
2022-01-01,191881,401
2022-01-02,296103,406
2022-01-03,1043801,1903
2022-01-04,828343,2331
2022-01-05,676483,2230
2022-01-06,843627,2096
2022-01-07,879800,2437
2022-01-08,407331,870
2022-01-09,492955,619
2022-01-10,1355367,2054
2022-01-11,786576,2526
2022-01-12,854503,2848
2022-01-13,864033,2559
2022-01-14,879818,2794
2022-01-15,415728,1008
2022-01-16,485637,762
2022-01-17,659291,1042
2022-01-18,1138591,2739
2022-01-19,910668,3478
2022-01-20,729532,2931
2022-01-21,826936,3389
2022-01-22,308282,1031
2022-01-23,369799,736
2022-01-24,911197,2176
2022-01-25,492409,3159
2022-01-26,695184,4042
2022-01-27,502998,2617
2022-01-28,613155,4092
2022-01-29,181533,1207
2022-01-30,200363,484
2022-01-31,536640,2607
2022-02-01,326509,3359
2022-02-02,327753,3592
2022-02-03,273315,2481
2022-02-04,355073,4122
2022-02-05,87894,931
2022-02-06,84740,466
2022-02-07,343405,2888
2022-02-08,222087,3004
2022-02-09,187469,3339
2022-02-10,170863,3251
2022-02-11,208474,2700
2022-02-12,52605,824
2022-02-13,59052,582
2022-02-14,167622,3181
2022-02-15,110701,2605
2022-02-16,114008,3191
2022-02-17,100933,2953
2022-02-18,143976,2501
2022-02-19,34470,688
2022-02-20,23498,445
2022-02-21,79907,916
2022-02-22,89183,2172
2022-02-23,84124,3093
2022-02-24,66876,2956
2022-02-25,73682,2084
2022-02-26,47714,761
2022-02-27,18512,226
2022-02-28,97264,2142
2022-03-01,46403,1859
2022-03-02,53069,2092
2022-03-03,48456,2185
2022-03-04,58548,1761
2022-03-05,15202,310
2022-03-06,12599,213
2022-03-07,53689,1681
2022-03-08,29456,1420
2022-03-09,37023,2028
2022-03-10,45744,1772
2022-03-11,48848,1660
2022-03-12,10591,279
2022-03-13,11278,193
2022-03-14,34537,1312
2022-03-15,23489,1081
2022-03-16,51237,1849
2022-03-17,52014,1500
2022-03-18,31699,1130
2022-03-19,11084,285
2022-03-20,11651,88
2022-03-21,41473,1284
2022-03-22,24310,825
2022-03-23,39919,1647
2022-03-24,42173,871
2022-03-25,44440,964
2022-03-26,9678,151
2022-03-27,12022,61
2022-03-28,37707,1019
2022-03-29,23234,988
2022-03-30,38127,1169
2022-03-31,44490,518
2022-04-01,31385,832
2022-04-02,12019,158
2022-04-03,4989,60
2022-04-04,38123,596
2022-04-05,24968,702
2022-04-06,39921,1134
2022-04-07,49677,835
2022-04-08,75766,640
2022-04-09,13049,145
2022-04-10,9814,29
2022-04-11,38122,335
2022-04-12,35259,598
2022-04-13,50059,1245
2022-04-14,53868,523
2022-04-15,43108,527
2022-04-16,23095,143
2022-04-17,7920,13
2022-04-18,59571,259
2022-04-19,39214,440
2022-04-20,67803,906
2022-04-21,60464,401
2022-04-22,88852,528
2022-04-23,20269,60
2022-04-24,13971,32
2022-04-25,68271,266
2022-04-26,45146,320
2022-04-27,89817,804
2022-04-28,77109,412
2022-04-29,61272,423
2022-04-30,24638,115
2022-05-01,17350,33
2022-05-02,93903,295
2022-05-03,51918,449
2022-05-04,116785,1956
2022-05-05,94467,466
2022-05-06,129100,381
2022-05-07,28673,188
2022-05-08,6593,30
2022-05-09,129208,259
2022-05-10,70715,345
2022-05-11,168560,684
2022-05-12,105466,304
2022-05-13,87319,585
2022-05-14,18109,64
2022-05-15,33115,37
2022-05-16,176951,247
2022-05-17,85465,396
2022-05-18,203876,975
2022-05-19,135777,337
2022-05-20,148870,418
2022-05-21,28087,76
2022-05-22,20753,44
2022-05-23,141646,248
2022-05-24,83850,351
2022-05-25,210740,1091
2022-05-26,135299,356
2022-05-27,108102,532
2022-05-28,14178,41
2022-05-29,7207,17
2022-05-30,62445,42
2022-05-31,167315,373
2022-06-01,228936,683
2022-06-02,122163,329
2022-06-03,157099,401
2022-06-04,28024,156
2022-06-05,16262,34
2022-06-06,159718,288
2022-06-07,86848,475
2022-06-08,198887,1198
2022-06-09,131608,307
2022-06-10,106335,379
2022-06-11,35219,109
2022-06-12,17747,31
2022-06-13,151731,311
2022-06-14,90159,364
2022-06-15,185133,714
2022-06-16,129689,443
2022-06-17,139042,319
2022-06-18,17656,41
2022-06-19,18036,54
2022-06-20,96010,95
2022-06-21,111322,456
2022-06-22,185619,855
2022-06-23,138332,381
2022-06-24,117479,452
2022-06-25,40868,149
2022-06-26,22242,20
2022-06-27,160185,303
2022-06-28,97834,576
2022-06-29,190195,727
2022-06-30,167355,1132
2022-07-01,157239,502
2022-07-02,20262,45
2022-07-03,8404,7
2022-07-04,76262,79
2022-07-05,141870,462
2022-07-06,200664,768
2022-07-07,138775,1073
2022-07-08,138056,533
2022-07-09,28911,49
2022-07-10,24490,30
2022-07-11,201242,470
2022-07-12,148147,565
2022-07-13,204588,986
2022-07-14,175050,374
2022-07-15,153618,510
2022-07-16,39117,55
2022-07-17,29558,54
2022-07-18,166147,441
2022-07-19,117248,634
2022-07-20,216620,902
2022-07-21,175347,497
2022-07-22,131942,580
2022-07-23,26219,71
2022-07-24,23187,31
2022-07-25,189897,426
2022-07-26,132134,550
2022-07-27,240020,956
2022-07-28,176963,402
2022-07-29,159823,626
2022-07-30,15955,31
2022-07-31,12950,12
2022-08-01,170106,574
2022-08-02,90889,510
2022-08-03,200618,1098
2022-08-04,187033,621
2022-08-05,106522,718
2022-08-06,14916,41
2022-08-07,12529,31
2022-08-08,155630,501
2022-08-09,99741,645
2022-08-10,196454,1015
2022-08-11,162607,556
2022-08-12,97125,657
2022-08-13,83637,46
2022-08-14,9707,16
2022-08-15,123103,470
2022-08-16,91834,511
2022-08-17,190970,1108
2022-08-18,148958,608
2022-08-19,77919,592
2022-08-20,11022,48
2022-08-21,9766,26
2022-08-22,129163,510
2022-08-23,99301,616
2022-08-24,151817,965
2022-08-25,139486,615
2022-08-26,121270,705
2022-08-27,11760,37
2022-08-28,8475,16
2022-08-29,106236,481
2022-08-30,80723,441
2022-08-31,154403,1525
2022-09-01,129970,679
2022-09-02,64632,484
2022-09-03,11349,35
2022-09-04,7408,12
2022-09-05,33579,87
2022-09-06,112673,606
2022-09-07,123992,801
2022-09-08,107458,689
2022-09-09,101026,548
2022-09-10,10067,42
2022-09-11,8964,18
2022-09-12,69507,458
2022-09-13,79688,538
2022-09-14,103603,970
2022-09-15,83286,665
2022-09-16,56428,429
2022-09-17,8468,32
2022-09-18,5377,15
2022-09-19,55603,393
2022-09-20,69015,434
2022-09-21,98185,986
2022-09-22,80756,655
2022-09-23,83250,420
2022-09-24,9539,46
2022-09-25,6540,10
2022-09-26,45229,361
2022-09-27,60726,446
2022-09-28,86593,1294
2022-09-29,84182,684
2022-09-30,33489,423
2022-10-01,7846,26
2022-10-02,5391,0
2022-10-03,40081,259
2022-10-04,54342,495
2022-10-05,71162,1085
2022-10-06,66770,548
2022-10-07,73444,383
2022-10-08,7310,47
2022-10-09,5023,4
2022-10-10,21876,117
