Date,State,Cases,Deaths
2020-12-03,Louisiana,2743,23
2020-12-04,Louisiana,3099,24
2020-12-05,Louisiana,0,0
2020-12-06,Louisiana,3946,36
2020-12-07,Louisiana,1013,23
2020-12-08,Louisiana,2426,45
2020-12-09,Louisiana,4352,32
2020-12-10,Louisiana,2415,40
2020-12-11,Louisiana,2862,43
2020-12-12,Louisiana,0,0
2020-12-13,Louisiana,4422,51
2020-12-14,Louisiana,1030,27
2020-12-15,Louisiana,2633,50
2020-12-16,Louisiana,3269,38
2020-12-17,Louisiana,3776,31
2020-12-18,Louisiana,3113,30
2020-12-19,Louisiana,0,0
2020-12-20,Louisiana,3711,48
2020-12-21,Louisiana,1116,65
2020-12-22,Louisiana,3699,51
2020-12-23,Louisiana,2974,68
2020-12-24,Louisiana,2565,46
2020-12-25,Louisiana,0,0
2020-12-26,Louisiana,0,0
2020-12-27,Louisiana,3223,19
2020-12-28,Louisiana,817,45
2020-12-29,Louisiana,3946,61
2020-12-30,Louisiana,6744,51
2020-12-31,Louisiana,4046,40
2021-01-01,Louisiana,0,0
2021-01-02,Louisiana,0,0
2021-01-03,Louisiana,5783,49
2021-01-04,Louisiana,1123,48
2021-01-05,Louisiana,4467,50
2021-01-06,Louisiana,6876,46
2021-01-07,Louisiana,4530,47
2021-01-08,Louisiana,3377,105
2021-01-09,Louisiana,0,0
2021-01-10,Louisiana,5398,40
2021-01-11,Louisiana,1405,45
2021-01-12,Louisiana,4705,53
2021-01-13,Louisiana,2896,51
2021-01-14,Louisiana,5313,58
2021-01-15,Louisiana,3705,0
2021-01-16,Louisiana,0,0
2021-01-17,Louisiana,4127,123
2021-01-18,Louisiana,971,50
2021-01-19,Louisiana,2138,71
2021-01-20,Louisiana,2493,59
2021-01-21,Louisiana,3736,59
2021-01-22,Louisiana,1937,41
2021-01-23,Louisiana,0,0
2021-01-24,Louisiana,3607,82
2021-01-25,Louisiana,2080,25
2021-01-26,Louisiana,2620,31
2021-01-27,Louisiana,3854,67
2021-01-28,Louisiana,2493,55
2021-01-29,Louisiana,2367,58
2021-01-30,Louisiana,0,0
2021-01-31,Louisiana,3350,58
2021-02-01,Louisiana,965,53
2021-02-02,Louisiana,2603,41
2021-02-03,Louisiana,2041,53
2021-02-04,Louisiana,2760,38
2021-02-05,Louisiana,866,32
2021-02-06,Louisiana,0,0
2021-02-07,Louisiana,1951,43
2021-02-08,Louisiana,1177,23
2021-02-09,Louisiana,1365,20
2021-02-10,Louisiana,333,50
2021-02-11,Louisiana,2728,27
2021-02-12,Louisiana,1170,37
2021-02-13,Louisiana,0,0
2021-02-14,Louisiana,1306,16
2021-02-15,Louisiana,503,33
2021-02-16,Louisiana,0,0
2021-02-17,Louisiana,624,66
2021-02-18,Louisiana,828,15
2021-02-19,Louisiana,441,34
2021-02-20,Louisiana,0,0
2021-02-21,Louisiana,1889,26
2021-02-22,Louisiana,468,11
2021-02-23,Louisiana,1404,26
2021-02-24,Louisiana,877,25
2021-02-25,Louisiana,764,33
2021-02-26,Louisiana,903,26
2021-02-27,Louisiana,0,0
2021-02-28,Louisiana,1508,21
2021-03-01,Louisiana,404,20
2021-03-02,Louisiana,767,19
2021-03-03,Louisiana,500,21
2021-03-04,Louisiana,756,18
2021-03-05,Louisiana,518,30
2021-03-06,Louisiana,0,0
2021-03-07,Louisiana,740,32
2021-03-08,Louisiana,504,10
2021-03-09,Louisiana,637,11
2021-03-10,Louisiana,588,43
2021-03-11,Louisiana,421,16
2021-03-12,Louisiana,547,33
2021-03-13,Louisiana,0,0
2021-03-14,Louisiana,911,23
2021-03-15,Louisiana,172,19
2021-03-16,Louisiana,992,22
2021-03-17,Louisiana,445,30
2021-03-18,Louisiana,541,19
2021-03-19,Louisiana,194,14
2021-03-20,Louisiana,0,0
2021-03-21,Louisiana,0,0
2021-03-22,Louisiana,1329,42
2021-03-23,Louisiana,705,7
2021-03-24,Louisiana,450,19
2021-03-25,Louisiana,399,17
2021-03-26,Louisiana,449,14
2021-03-27,Louisiana,0,0
2021-03-28,Louisiana,0,0
2021-03-29,Louisiana,836,35
2021-03-30,Louisiana,509,10
2021-03-31,Louisiana,519,9
2021-04-01,Louisiana,536,20
2021-04-02,Louisiana,0,0
2021-04-03,Louisiana,0,0
2021-04-04,Louisiana,0,0
2021-04-05,Louisiana,1268,4
2021-04-06,Louisiana,218,9
2021-04-07,Louisiana,700,11
2021-04-08,Louisiana,449,15
2021-04-09,Louisiana,734,16
2021-04-10,Louisiana,0,0
2021-04-11,Louisiana,0,0
2021-04-12,Louisiana,989,25
2021-04-13,Louisiana,452,14
2021-04-14,Louisiana,394,9
2021-04-15,Louisiana,803,9
2021-04-16,Louisiana,479,9
2021-04-17,Louisiana,0,0
2021-04-18,Louisiana,0,0
2021-04-19,Louisiana,1396,11
2021-04-20,Louisiana,360,13
2021-04-21,Louisiana,666,10
2021-04-22,Louisiana,623,8
2021-04-23,Louisiana,541,12
2021-04-24,Louisiana,0,0
2021-04-25,Louisiana,0,0
2021-04-26,Louisiana,891,6
2021-04-27,Louisiana,452,10
2021-04-28,Louisiana,442,15
2021-04-29,Louisiana,570,9
2021-04-30,Louisiana,685,6
2021-05-01,Louisiana,0,0
2021-05-02,Louisiana,0,0
2021-05-03,Louisiana,759,11
2021-05-04,Louisiana,997,12
2021-05-05,Louisiana,466,13
2021-05-06,Louisiana,407,7
2021-05-07,Louisiana,563,8
2021-05-08,Louisiana,0,0
2021-05-09,Louisiana,0,0
2021-05-10,Louisiana,1095,5
2021-05-11,Louisiana,649,13
2021-05-12,Louisiana,480,12
2021-05-13,Louisiana,415,6
2021-05-14,Louisiana,421,9
2021-05-15,Louisiana,0,0
2021-05-16,Louisiana,0,0
2021-05-17,Louisiana,1113,11
2021-05-18,Louisiana,494,11
2021-05-19,Louisiana,615,9
2021-05-20,Louisiana,420,8
2021-05-21,Louisiana,340,5
2021-05-22,Louisiana,0,0
2021-05-23,Louisiana,0,0
2021-05-24,Louisiana,587,13
2021-05-25,Louisiana,1043,13
2021-05-26,Louisiana,419,14
2021-05-27,Louisiana,467,8
2021-05-28,Louisiana,354,6
2021-05-29,Louisiana,0,0
2021-05-30,Louisiana,0,0
2021-05-31,Louisiana,0,0
2021-06-01,Louisiana,978,16
2021-06-02,Louisiana,641,3
2021-06-03,Louisiana,313,10
2021-06-04,Louisiana,364,10
2021-06-05,Louisiana,0,0
2021-06-06,Louisiana,0,0
2021-06-07,Louisiana,796,4
2021-06-08,Louisiana,102,3
2021-06-09,Louisiana,774,9
2021-06-10,Louisiana,473,7
2021-06-11,Louisiana,228,10
2021-06-12,Louisiana,0,0
2021-06-13,Louisiana,0,0
2021-06-14,Louisiana,554,7
2021-06-15,Louisiana,559,5
2021-06-16,Louisiana,325,10
2021-06-17,Louisiana,335,7
2021-06-18,Louisiana,326,11
2021-06-19,Louisiana,0,0
2021-06-20,Louisiana,0,0
2021-06-21,Louisiana,686,5
2021-06-22,Louisiana,325,6
2021-06-23,Louisiana,482,10
2021-06-24,Louisiana,365,8
2021-06-25,Louisiana,210,6
2021-06-26,Louisiana,0,0
2021-06-27,Louisiana,0,0
2021-06-28,Louisiana,942,5
2021-06-29,Louisiana,413,4
2021-06-30,Louisiana,591,6
2021-07-01,Louisiana,568,10
2021-07-02,Louisiana,525,9
2021-07-03,Louisiana,0,0
2021-07-04,Louisiana,0,0
2021-07-05,Louisiana,0,0
2021-07-06,Louisiana,2017,6
2021-07-07,Louisiana,1226,2
2021-07-08,Louisiana,786,6
2021-07-09,Louisiana,969,10
2021-07-10,Louisiana,0,0
2021-07-11,Louisiana,0,0
2021-07-12,Louisiana,2393,8
2021-07-13,Louisiana,953,9
2021-07-14,Louisiana,1936,10
2021-07-15,Louisiana,1500,13
2021-07-16,Louisiana,1605,7
2021-07-17,Louisiana,0,0
2021-07-18,Louisiana,0,0
2021-07-19,Louisiana,3987,13
2021-07-20,Louisiana,1562,20
2021-07-21,Louisiana,5388,13
2021-07-22,Louisiana,2834,15
2021-07-23,Louisiana,3127,11
2021-07-24,Louisiana,0,0
2021-07-25,Louisiana,0,0
2021-07-26,Louisiana,7592,14
2021-07-27,Louisiana,6818,20
2021-07-28,Louisiana,4699,14
2021-07-29,Louisiana,4414,20
2021-07-30,Louisiana,5313,31
2021-07-31,Louisiana,0,0
2021-08-01,Louisiana,0,0
2021-08-02,Louisiana,11108,27
2021-08-03,Louisiana,4753,59
2021-08-04,Louisiana,4779,44
2021-08-05,Louisiana,5468,33
2021-08-06,Louisiana,6116,48
2021-08-07,Louisiana,0,0
2021-08-08,Louisiana,0,0
2021-08-09,Louisiana,16543,50
2021-08-10,Louisiana,6088,93
2021-08-11,Louisiana,5407,55
2021-08-12,Louisiana,5287,54
2021-08-13,Louisiana,7548,57
2021-08-14,Louisiana,0,0
2021-08-15,Louisiana,0,0
2021-08-16,Louisiana,13370,65
2021-08-17,Louisiana,3691,122
2021-08-18,Louisiana,6606,87
2021-08-19,Louisiana,5550,58
2021-08-20,Louisiana,5922,67
2021-08-21,Louisiana,0,0
2021-08-22,Louisiana,0,0
2021-08-23,Louisiana,10889,59
2021-08-24,Louisiana,3814,139
2021-08-25,Louisiana,6619,110
2021-08-26,Louisiana,5131,72
2021-08-27,Louisiana,3428,61
2021-08-28,Louisiana,0,0
2021-08-29,Louisiana,0,0
2021-08-30,Louisiana,0,0
2021-08-31,Louisiana,0,0
2021-09-01,Louisiana,12380,223
2021-09-02,Louisiana,2099,74
2021-09-03,Louisiana,2625,51
2021-09-04,Louisiana,0,0
2021-09-05,Louisiana,0,0
2021-09-06,Louisiana,0,0
2021-09-07,Louisiana,5532,72
2021-09-08,Louisiana,3066,136
2021-09-09,Louisiana,4903,77
2021-09-10,Louisiana,2173,64
2021-09-11,Louisiana,0,0
2021-09-12,Louisiana,0,0
2021-09-13,Louisiana,0,0
2021-09-14,Louisiana,4650,64
2021-09-15,Louisiana,4571,198
2021-09-16,Louisiana,1663,48
2021-09-17,Louisiana,2179,52
2021-09-18,Louisiana,0,0
2021-09-19,Louisiana,0,0
2021-09-20,Louisiana,3194,55
2021-09-21,Louisiana,1268,85
2021-09-22,Louisiana,1906,99
2021-09-23,Louisiana,1517,45
2021-09-24,Louisiana,1002,39
2021-09-25,Louisiana,0,0
2021-09-26,Louisiana,0,0
2021-09-27,Louisiana,3058,55
2021-09-28,Louisiana,1031,54
2021-09-29,Louisiana,1048,50
2021-09-30,Louisiana,872,49
2021-10-01,Louisiana,1373,39
2021-10-02,Louisiana,0,0
2021-10-03,Louisiana,0,0
2021-10-04,Louisiana,1725,39
2021-10-05,Louisiana,1020,41
2021-10-06,Louisiana,920,34
2021-10-07,Louisiana,971,37
2021-10-08,Louisiana,787,34
2021-10-09,Louisiana,0,0
2021-10-10,Louisiana,0,0
2021-10-11,Louisiana,1464,31
2021-10-12,Louisiana,1129,34
2021-10-13,Louisiana,551,30
2021-10-14,Louisiana,842,28
2021-10-15,Louisiana,559,25
2021-10-16,Louisiana,0,0
2021-10-17,Louisiana,0,0
2021-10-18,Louisiana,1077,29
2021-10-19,Louisiana,581,38
2021-10-20,Louisiana,495,36
2021-10-21,Louisiana,923,22
2021-10-22,Louisiana,681,16
2021-10-23,Louisiana,0,0
2021-10-24,Louisiana,0,0
2021-10-25,Louisiana,878,18
2021-10-26,Louisiana,460,16
2021-10-27,Louisiana,770,10
2021-10-28,Louisiana,491,19
2021-10-29,Louisiana,241,22
2021-10-30,Louisiana,0,0
2021-10-31,Louisiana,0,0
2021-11-01,Louisiana,1529,8
2021-11-02,Louisiana,246,10
2021-11-03,Louisiana,445,20
2021-11-04,Louisiana,620,12
2021-11-05,Louisiana,538,18
2021-11-06,Louisiana,0,0
2021-11-07,Louisiana,0,0
2021-11-08,Louisiana,810,7
2021-11-09,Louisiana,474,27
2021-11-10,Louisiana,495,13
2021-11-11,Louisiana,0,0
2021-11-12,Louisiana,726,23
2021-11-13,Louisiana,0,0
2021-11-14,Louisiana,0,0
2021-11-15,Louisiana,942,14
2021-11-16,Louisiana,470,9
2021-11-17,Louisiana,625,16
2021-11-18,Louisiana,458,11
2021-11-19,Louisiana,481,14
2021-11-20,Louisiana,0,0
2021-11-21,Louisiana,0,0
2021-11-22,Louisiana,711,5
2021-11-23,Louisiana,673,14
2021-11-24,Louisiana,337,9
2021-11-25,Louisiana,0,0
2021-11-26,Louisiana,0,0
2021-11-27,Louisiana,0,0
2021-11-28,Louisiana,0,0
2021-11-29,Louisiana,1254,17
2021-11-30,Louisiana,589,7
2021-12-01,Louisiana,943,7
2021-12-02,Louisiana,473,6
2021-12-03,Louisiana,479,12
2021-12-04,Louisiana,0,0
2021-12-05,Louisiana,0,0
2021-12-06,Louisiana,832,11
2021-12-07,Louisiana,560,7
2021-12-08,Louisiana,732,17
2021-12-09,Louisiana,455,6
2021-12-10,Louisiana,567,10
2021-12-11,Louisiana,0,0
2021-12-12,Louisiana,0,0
2021-12-13,Louisiana,1171,7
2021-12-14,Louisiana,0,0
2021-12-15,Louisiana,1436,28
2021-12-16,Louisiana,1025,6
2021-12-17,Louisiana,1101,6
2021-12-18,Louisiana,0,0
2021-12-19,Louisiana,0,0
2021-12-20,Louisiana,2936,10
2021-12-21,Louisiana,1729,3
2021-12-22,Louisiana,2205,8
2021-12-23,Louisiana,2835,8
2021-12-24,Louisiana,0,0
2021-12-25,Louisiana,0,0
2021-12-26,Louisiana,0,0
2021-12-27,Louisiana,12164,17
2021-12-28,Louisiana,4313,8
2021-12-29,Louisiana,9378,6
2021-12-30,Louisiana,12467,2
2021-12-31,Louisiana,0,0
2022-01-01,Louisiana,0,0
2022-01-02,Louisiana,0,0
2022-01-03,Louisiana,31161,15
2022-01-04,Louisiana,9290,17
2022-01-05,Louisiana,10403,9
2022-01-06,Louisiana,14077,11
2022-01-07,Louisiana,14802,16
2022-01-08,Louisiana,0,0
2022-01-09,Louisiana,0,0
2022-01-10,Louisiana,29019,19
2022-01-11,Louisiana,12494,29
2022-01-12,Louisiana,0,14
2022-01-13,Louisiana,0,11
2022-01-14,Louisiana,45783,10
2022-01-15,Louisiana,899,0
2022-01-16,Louisiana,0,0
2022-01-17,Louisiana,0,0
2022-01-18,Louisiana,29125,58
2022-01-19,Louisiana,11501,51
2022-01-20,Louisiana,12831,37
2022-01-21,Louisiana,9942,41
2022-01-22,Louisiana,0,0
2022-01-23,Louisiana,0,0
2022-01-24,Louisiana,16363,50
2022-01-25,Louisiana,8063,102
2022-01-26,Louisiana,60797,47
2022-01-27,Louisiana,7573,47
2022-01-28,Louisiana,7312,61
2022-01-29,Louisiana,0,0
2022-01-30,Louisiana,0,0
2022-01-31,Louisiana,10082,43
2022-02-01,Louisiana,4729,70
2022-02-02,Louisiana,4873,37
2022-02-03,Louisiana,5360,60
2022-02-04,Louisiana,7201,64
2022-02-05,Louisiana,0,0
2022-02-06,Louisiana,0,0
2022-02-07,Louisiana,7307,48
2022-02-08,Louisiana,2583,63
2022-02-09,Louisiana,2423,50
2022-02-10,Louisiana,2717,72
2022-02-11,Louisiana,2993,38
2022-02-12,Louisiana,0,0
2022-02-13,Louisiana,0,0
2022-02-14,Louisiana,3039,41
2022-02-15,Louisiana,1557,41
2022-02-16,Louisiana,1396,46
2022-02-17,Louisiana,1872,49
2022-02-18,Louisiana,1202,47
2022-02-19,Louisiana,0,0
2022-02-20,Louisiana,0,0
2022-02-21,Louisiana,2029,65
2022-02-22,Louisiana,1574,53
2022-02-23,Louisiana,961,39
2022-02-24,Louisiana,941,25
2022-02-25,Louisiana,668,24
2022-02-26,Louisiana,0,0
2022-02-27,Louisiana,0,0
2022-02-28,Louisiana,0,0
2022-03-01,Louisiana,0,0
2022-03-02,Louisiana,1469,71
2022-03-03,Louisiana,607,34
2022-03-04,Louisiana,332,43
2022-03-05,Louisiana,0,0
2022-03-06,Louisiana,0,0
2022-03-07,Louisiana,535,31
2022-03-08,Louisiana,345,28
2022-03-09,Louisiana,412,19
2022-03-10,Louisiana,174,30
2022-03-11,Louisiana,142,25
2022-03-12,Louisiana,0,0
2022-03-13,Louisiana,0,0
2022-03-14,Louisiana,537,26
2022-03-15,Louisiana,229,37
2022-03-16,Louisiana,190,10
2022-03-17,Louisiana,184,21
2022-03-18,Louisiana,205,15
2022-03-19,Louisiana,0,0
2022-03-20,Louisiana,0,0
2022-03-21,Louisiana,248,20
2022-03-22,Louisiana,147,18
2022-03-23,Louisiana,163,11
2022-03-24,Louisiana,120,20
2022-03-25,Louisiana,170,11
2022-03-26,Louisiana,0,0
2022-03-27,Louisiana,0,0
2022-03-28,Louisiana,198,10
2022-03-29,Louisiana,84,18
2022-03-30,Louisiana,129,13
2022-03-31,Louisiana,165,10
2022-04-01,Louisiana,91,11
2022-04-02,Louisiana,0,0
2022-04-03,Louisiana,0,0
2022-04-04,Louisiana,249,8
2022-04-05,Louisiana,246,8
2022-04-06,Louisiana,217,8
2022-04-07,Louisiana,131,13
2022-04-08,Louisiana,123,2
2022-04-09,Louisiana,0,0
2022-04-10,Louisiana,0,0
2022-04-11,Louisiana,194,5
2022-04-12,Louisiana,198,3
2022-04-13,Louisiana,275,6
2022-04-14,Louisiana,504,3
2022-04-15,Louisiana,0,0
2022-04-16,Louisiana,0,0
2022-04-17,Louisiana,0,0
2022-04-18,Louisiana,543,3
2022-04-19,Louisiana,228,10
2022-04-20,Louisiana,262,6
2022-04-21,Louisiana,210,7
2022-04-22,Louisiana,218,3
2022-04-23,Louisiana,0,0
2022-04-24,Louisiana,0,0
2022-04-25,Louisiana,620,6
2022-04-26,Louisiana,265,6
2022-04-27,Louisiana,325,5
2022-04-28,Louisiana,318,4
2022-04-29,Louisiana,372,4
2022-04-30,Louisiana,0,0
2022-05-01,Louisiana,0,0
2022-05-02,Louisiana,546,14
2022-05-03,Louisiana,506,6
2022-05-04,Louisiana,406,2
2022-05-05,Louisiana,524,3
2022-05-06,Louisiana,545,3
2022-05-07,Louisiana,0,0
2022-05-08,Louisiana,0,0
2022-05-09,Louisiana,966,9
2022-05-10,Louisiana,597,1
2022-05-11,Louisiana,708,4
2022-05-12,Louisiana,884,1
2022-05-13,Louisiana,730,4
2022-05-14,Louisiana,0,0
2022-05-15,Louisiana,0,0
2022-05-16,Louisiana,1353,2
2022-05-17,Louisiana,889,4
2022-05-18,Louisiana,1260,6
2022-05-19,Louisiana,1367,2
2022-05-20,Louisiana,1137,4
2022-05-21,Louisiana,0,0
2022-05-22,Louisiana,0,0
2022-05-23,Louisiana,1537,2
2022-05-24,Louisiana,1127,3
2022-05-25,Louisiana,1547,1
2022-05-26,Louisiana,1229,2
2022-05-27,Louisiana,1279,4
2022-05-28,Louisiana,0,0
2022-05-29,Louisiana,0,0
2022-05-30,Louisiana,0,0
2022-05-31,Louisiana,2582,1
2022-06-01,Louisiana,2102,6
2022-06-02,Louisiana,1372,5
2022-06-03,Louisiana,2021,4
2022-06-04,Louisiana,0,0
2022-06-05,Louisiana,0,0
2022-06-06,Louisiana,2408,4
2022-06-07,Louisiana,1868,5
2022-06-08,Louisiana,1557,1
2022-06-09,Louisiana,1759,4
2022-06-10,Louisiana,1981,1
2022-06-11,Louisiana,0,0
2022-06-12,Louisiana,0,0
2022-06-13,Louisiana,2303,5
2022-06-14,Louisiana,2357,1
2022-06-15,Louisiana,1544,7
2022-06-16,Louisiana,1966,4
2022-06-17,Louisiana,0,0
2022-06-18,Louisiana,0,0
2022-06-19,Louisiana,0,0
2022-06-20,Louisiana,4461,2
2022-06-21,Louisiana,2862,5
2022-06-22,Louisiana,2364,3
2022-06-23,Louisiana,2065,5
2022-06-24,Louisiana,2141,4
2022-06-25,Louisiana,0,0
2022-06-26,Louisiana,0,0
2022-06-27,Louisiana,3264,7
2022-06-28,Louisiana,2405,5
2022-06-29,Louisiana,3022,5
2022-06-30,Louisiana,3040,3
2022-07-01,Louisiana,2237,6
2022-07-02,Louisiana,0,0
2022-07-03,Louisiana,0,0
2022-07-04,Louisiana,0,0
2022-07-05,Louisiana,4532,3
2022-07-06,Louisiana,2753,3
2022-07-07,Louisiana,5436,2
2022-07-08,Louisiana,2814,5
2022-07-09,Louisiana,0,0
2022-07-10,Louisiana,0,0
2022-07-11,Louisiana,5648,6
2022-07-12,Louisiana,3672,13
2022-07-13,Louisiana,3561,12
2022-07-14,Louisiana,3495,10
2022-07-15,Louisiana,2573,2
2022-07-16,Louisiana,0,0
2022-07-17,Louisiana,0,0
2022-07-18,Louisiana,5414,8
2022-07-19,Louisiana,3671,9
2022-07-20,Louisiana,2998,2
2022-07-21,Louisiana,3466,11
2022-07-22,Louisiana,2681,12
2022-07-23,Louisiana,0,0
2022-07-24,Louisiana,0,0
2022-07-25,Louisiana,4244,6
2022-07-26,Louisiana,0,0
2022-07-27,Louisiana,4347,31
2022-07-28,Louisiana,3283,9
2022-07-29,Louisiana,2249,9
2022-07-30,Louisiana,0,0
2022-07-31,Louisiana,0,0
2022-08-01,Louisiana,3855,16
2022-08-02,Louisiana,2059,19
2022-08-03,Louisiana,2039,10
2022-08-04,Louisiana,2085,5
2022-08-05,Louisiana,1760,12
2022-08-06,Louisiana,0,0
2022-08-07,Louisiana,0,0
2022-08-08,Louisiana,3053,8
2022-08-09,Louisiana,2478,30
2022-08-10,Louisiana,1541,6
2022-08-11,Louisiana,1958,13
2022-08-12,Louisiana,1771,9
2022-08-13,Louisiana,0,0
2022-08-14,Louisiana,0,0
2022-08-15,Louisiana,3139,9
2022-08-16,Louisiana,1944,14
2022-08-17,Louisiana,1699,21
2022-08-18,Louisiana,1762,22
2022-08-19,Louisiana,2008,12
2022-08-20,Louisiana,0,0
2022-08-21,Louisiana,0,0
2022-08-22,Louisiana,2811,18
2022-08-23,Louisiana,2300,21
2022-08-24,Louisiana,2269,7
2022-08-25,Louisiana,2310,10
2022-08-26,Louisiana,1944,10
2022-08-27,Louisiana,0,0
2022-08-28,Louisiana,0,0
2022-08-29,Louisiana,3863,11
2022-08-30,Louisiana,2664,12
2022-08-31,Louisiana,2033,5
2022-09-01,Louisiana,2514,6
2022-09-02,Louisiana,0,0
2022-09-03,Louisiana,0,0
2022-09-04,Louisiana,0,0
2022-09-05,Louisiana,0,0
2022-09-06,Louisiana,5105,18
2022-09-07,Louisiana,1627,4
2022-09-08,Louisiana,1361,20
2022-09-09,Louisiana,1267,4
2022-09-10,Louisiana,0,0
2022-09-11,Louisiana,0,0
2022-09-12,Louisiana,1886,8
2022-09-13,Louisiana,945,8
2022-09-14,Louisiana,1022,16
2022-09-15,Louisiana,1076,13
2022-09-16,Louisiana,689,9
2022-09-17,Louisiana,0,0
2022-09-18,Louisiana,0,0
2022-09-19,Louisiana,1312,4
2022-09-20,Louisiana,798,6
2022-09-21,Louisiana,691,6
2022-09-22,Louisiana,623,3
2022-09-23,Louisiana,568,13
2022-09-24,Louisiana,0,0
2022-09-25,Louisiana,0,0
2022-09-26,Louisiana,798,14
2022-09-27,Louisiana,706,8
2022-09-28,Louisiana,451,15
2022-09-29,Louisiana,378,12
2022-09-30,Louisiana,462,8
2022-10-01,Louisiana,0,0
2022-10-02,Louisiana,0,0
2022-10-03,Louisiana,610,6
2022-10-04,Louisiana,395,7
2022-10-05,Louisiana,363,9
2022-10-06,Louisiana,394,9
2022-10-07,Louisiana,297,5
2022-10-08,Louisiana,0,0
2022-10-09,Louisiana,0,0
2022-10-10,Louisiana,567,9
2020-01-22,Maine,0,0
2020-01-23,Maine,0,0
2020-01-24,Maine,0,0
2020-01-25,Maine,0,0
2020-01-26,Maine,0,0
2020-01-27,Maine,0,0
2020-01-28,Maine,0,0
2020-01-29,Maine,0,0
2020-01-30,Maine,0,0
2020-01-31,Maine,0,0
2020-02-01,Maine,0,0
2020-02-02,Maine,0,0
2020-02-03,Maine,0,0
2020-02-04,Maine,0,0
2020-02-05,Maine,0,0
2020-02-06,Maine,0,0
2020-02-07,Maine,0,0
2020-02-08,Maine,0,0
2020-02-09,Maine,0,0
2020-02-10,Maine,0,0
2020-02-11,Maine,0,0
2020-02-12,Maine,0,0
2020-02-13,Maine,0,0
2020-02-14,Maine,0,0
2020-02-15,Maine,0,0
2020-02-16,Maine,0,0
2020-02-17,Maine,0,0
2020-02-18,Maine,0,0
2020-02-19,Maine,0,0
2020-02-20,Maine,0,0
2020-02-21,Maine,0,0
2020-02-22,Maine,0,0
2020-02-23,Maine,0,0
2020-02-24,Maine,0,0
2020-02-25,Maine,0,0
2020-02-26,Maine,0,0
2020-02-27,Maine,0,0
2020-02-28,Maine,0,0
2020-02-29,Maine,0,0
2020-03-01,Maine,0,0
2020-03-02,Maine,0,0
2020-03-03,Maine,0,0
2020-03-04,Maine,0,0
2020-03-05,Maine,0,0
2020-03-06,Maine,0,0
2020-03-07,Maine,0,0
2020-03-08,Maine,0,0
2020-03-09,Maine,0,0
2020-03-10,Maine,0,0
2020-03-11,Maine,0,0
2020-03-12,Maine,1,0
2020-03-13,Maine,2,0
2020-03-14,Maine,0,0
2020-03-15,Maine,1,0
2020-03-16,Maine,15,0
2020-03-17,Maine,9,0
2020-03-18,Maine,9,0
2020-03-19,Maine,17,0
2020-03-20,Maine,4,0
2020-03-21,Maine,14,0
2020-03-22,Maine,19,0
2020-03-23,Maine,18,0
2020-03-24,Maine,11,0
2020-03-25,Maine,24,0
2020-03-26,Maine,13,0
2020-03-27,Maine,13,1
2020-03-28,Maine,43,0
2020-03-29,Maine,42,2
2020-03-30,Maine,22,0
2020-03-31,Maine,28,2
2020-04-01,Maine,0,0
2020-04-02,Maine,73,2
2020-04-03,Maine,56,2
2020-04-04,Maine,24,1
2020-04-05,Maine,14,0
2020-04-06,Maine,29,0
2020-04-07,Maine,20,2
2020-04-08,Maine,18,2
2020-04-09,Maine,23,2
2020-04-10,Maine,26,1
2020-04-11,Maine,30,2
2020-04-12,Maine,17,0
2020-04-13,Maine,65,0
2020-04-14,Maine,37,1
2020-04-15,Maine,35,4
2020-04-16,Maine,26,3
2020-04-17,Maine,31,2
2020-04-18,Maine,20,3
2020-04-19,Maine,20,2
2020-04-20,Maine,8,1
2020-04-21,Maine,13,1
2020-04-22,Maine,19,3
2020-04-23,Maine,30,5
2020-04-24,Maine,28,3
2020-04-25,Maine,0,0
2020-04-26,Maine,50,3
2020-04-27,Maine,8,1
2020-04-28,Maine,17,0
2020-04-29,Maine,16,1
2020-04-30,Maine,39,1
2020-05-01,Maine,28,2
2020-05-02,Maine,30,1
2020-05-03,Maine,32,1
2020-05-04,Maine,20,0
2020-05-05,Maine,21,4
2020-05-06,Maine,28,1
2020-05-07,Maine,76,0
2020-05-08,Maine,44,1
2020-05-09,Maine,34,1
2020-05-10,Maine,28,0
2020-05-11,Maine,26,1
2020-05-12,Maine,15,0
2020-05-13,Maine,38,1
2020-05-14,Maine,50,3
2020-05-15,Maine,38,0
2020-05-16,Maine,45,1
2020-05-17,Maine,39,0
2020-05-18,Maine,26,1
2020-05-19,Maine,28,2
2020-05-20,Maine,78,0
2020-05-21,Maine,58,0
2020-05-22,Maine,71,2
2020-05-23,Maine,65,2
2020-05-24,Maine,42,1
2020-05-25,Maine,19,0
2020-05-26,Maine,35,1
2020-05-27,Maine,28,2
2020-05-28,Maine,52,3
2020-05-29,Maine,37,1
2020-05-30,Maine,56,4
2020-05-31,Maine,43,0
2020-06-01,Maine,24,0
2020-06-02,Maine,28,5
2020-06-03,Maine,41,1
2020-06-04,Maine,28,0
2020-06-05,Maine,36,3
2020-06-06,Maine,42,0
2020-06-07,Maine,46,1
2020-06-08,Maine,18,0
2020-06-09,Maine,18,1
2020-06-10,Maine,31,0
2020-06-11,Maine,30,0
2020-06-12,Maine,54,0
2020-06-13,Maine,36,0
2020-06-14,Maine,36,0
2020-06-15,Maine,17,1
2020-06-16,Maine,9,0
2020-06-17,Maine,17,1
